maktimestamp,altitude,velocity
1533207866.613,1455.42,
1533207866.766,,9.7536
1533207867.116,1455.42,
1533207867.179,,9.7536
1533207867.404,1455.42,
1533207867.567,,9.7536
1533207867.642,1463.04,
1533207867.973,,9.7536
1533207868.078,1470.66,
1533207868.270,,9.7536
1533207868.401,1463.04,
1533207868.484,,9.7536
1533207868.665,1470.66,
1533207869.188,1478.28,
1533207869.245,1470.66,
1533207869.473,,9.42848
1533207869.621,1485.9,
1533207869.894,,9.42848
1533207870.168,1485.9,
1533207870.318,,9.42848
1533207870.579,1493.52,
1533207870.625,1485.9,
1533207870.694,,9.42848
1533207870.972,,9.42848
1533207871.148,1493.52,
1533207871.524,,9.10336
1533207871.721,1501.14,
1533207872.092,,9.10336
1533207872.172,1508.76,
1533207872.525,,9.10336
1533207872.669,1508.76,
1533207872.953,,9.10336
1533207873.162,,9.10336
1533207873.283,1516.38,
1533207873.315,1508.76,
1533207873.489,,9.10336
1533207873.700,,9.10336
1533207873.838,1516.38,
1533207873.938,,9.10336
1533207874.280,1524.0,
1533207874.417,,8.77824
1533207874.441,1516.38,
1533207874.817,1531.6200000000001,
1533207874.939,,8.77824
1533207875.321,1531.6200000000001,
1533207875.479,1531.6200000000001,
1533207875.507,,9.10336
1533207875.794,1539.24,
1533207876.028,,9.10336
1533207876.208,1539.24,
1533207876.330,1539.24,
1533207876.432,,9.10336
1533207876.723,1546.8600000000001,
1533207877.026,,9.10336
1533207877.191,1546.8600000000001,
1533207877.466,,9.10336
1533207877.642,1554.48,
1533207878.001,,9.10336
1533207878.181,1554.48,
1533207878.253,,9.10336
1533207878.416,,8.77824
1533207878.797,1562.1000000000001,
1533207879.034,,8.77824
1533207879.197,1569.72,
1533207879.614,,8.77824
1533207879.742,1569.72,
1533207880.035,,8.77824
1533207880.204,1577.3400000000001,
1533207880.599,,8.77824
1533207880.701,1577.3400000000001,
1533207881.091,,8.77824
1533207881.229,1584.96,
1533207881.587,,8.77824
1533207881.648,1584.96,
1533207882.033,,8.77824
1533207882.188,1592.5800000000002,
1533207882.329,1584.96,
1533207882.454,,8.77824
1533207882.718,1600.2,
1533207882.862,,8.77824
1533207883.196,1600.2,
1533207883.257,1600.2,
1533207883.318,,8.77824
1533207883.868,1607.8200000000002,
1533207884.147,,8.77824
1533207884.285,1607.8200000000002,
1533207884.547,,8.45312
1533207884.759,1615.44,
1533207884.968,,8.45312
1533207884.996,1607.8200000000002,
1533207885.269,,8.45312
1533207885.324,1615.44,
1533207885.515,,8.45312
1533207885.780,1623.0600000000002,
1533207885.829,1615.44,
1533207885.969,,8.45312
1533207886.025,,8.45312
1533207886.262,1623.0600000000002,
1533207886.486,1623.0600000000002,
1533207886.501,,8.45312
1533207886.766,1630.68,
1533207886.924,,8.45312
1533207887.385,1638.3000000000002,
1533207887.405,,8.45312
1533207887.435,1630.68,
1533207887.871,1638.3000000000002,
1533207887.874,,8.45312
1533207888.300,,8.45312
1533207888.319,1645.92,
1533207888.900,,8.45312
1533207888.900,1645.92,
1533207889.348,1653.5400000000002,
1533207889.421,,8.45312
1533207889.885,1653.5400000000002,
1533207889.979,,8.45312
1533207890.389,1653.5400000000002,
1533207890.498,1661.16,
1533207890.514,,8.45312
1533207890.533,,8.128
1533207891.027,,8.128
1533207891.052,1661.16,
1533207891.219,1661.16,
1533207891.266,,8.128
1533207891.464,1661.16,
1533207891.599,,8.128
1533207891.683,1668.78,
1533207892.062,,8.128
1533207892.109,1676.4,
1533207892.335,1668.78,
1533207892.575,1676.4,
1533207892.680,,8.128
1533207893.105,1684.02,
1533207893.175,,8.128
1533207893.517,1684.02,
1533207893.556,1676.4,
1533207893.596,,8.128
1533207893.604,1684.02,
1533207893.664,,8.45312
1533207894.082,1691.64,
1533207894.209,,8.45312
1533207894.588,1691.64,
1533207894.658,,8.45312
1533207894.689,,8.45312
1533207895.072,,8.45312
1533207895.100,1691.64,
1533207895.112,1699.26,
1533207895.203,,8.45312
1533207895.581,,8.77824
1533207895.731,1699.26,
1533207895.746,,8.45312
1533207895.866,1699.26,
1533207896.025,,8.77824
1533207896.217,1706.88,
1533207896.590,,8.77824
1533207896.652,,8.77824
1533207896.771,1714.5,
1533207896.820,1706.88,
1533207897.065,,8.77824
1533207897.254,1714.5,
1533207897.312,,8.77824
1533207897.559,,9.42848
1533207897.793,1722.1200000000001,
1533207897.998,,9.42848
1533207898.072,,9.42848
1533207898.277,1722.1200000000001,
1533207898.362,1722.1200000000001,
1533207898.656,,9.7536
1533207898.677,,9.42848
1533207898.980,1729.74,
1533207899.069,,9.7536
1533207899.195,1722.1200000000001,
1533207899.444,1737.3600000000001,
1533207899.501,,10.07872
1533207899.552,,9.7536
1533207899.953,,10.07872
1533207900.014,,10.07872
1533207900.018,1737.3600000000001,
1533207900.036,1744.98,
1533207900.042,,10.07872
1533207900.375,,10.40384
1533207900.492,1744.98,
1533207900.784,1744.98,
1533207900.839,,10.40384
1533207900.897,1744.98,
1533207901.048,1752.6000000000001,
1533207901.291,,10.40384
1533207901.456,1760.22,
1533207901.681,1752.6000000000001,
1533207901.746,,10.40384
1533207901.938,,10.40384
1533207901.985,1760.22,
1533207902.289,,10.40384
1533207902.478,1760.22,
1533207902.588,1767.8400000000001,
1533207902.859,,10.40384
1533207903.157,1775.46,
1533207903.257,1767.8400000000001,
1533207903.439,,10.72896
1533207903.691,1775.46,
1533207903.962,,10.72896
1533207904.137,1775.46,
1533207904.280,1783.0800000000002,
1533207904.418,,10.72896
1533207904.446,,10.72896
1533207904.802,1790.7,
1533207904.890,1783.0800000000002,
1533207905.008,,10.72896
1533207905.386,1798.3200000000002,
1533207905.500,,10.72896
1533207905.860,1798.3200000000002,
1533207905.943,1805.94,
1533207905.943,,10.72896
1533207905.979,,10.72896
1533207906.428,,10.72896
1533207906.487,1805.94,
1533207906.568,1805.94,
1533207906.616,,10.72896
1533207906.891,1813.5600000000002,
1533207906.944,1805.94,
1533207907.348,1821.18,
1533207907.359,,10.72896
1533207907.610,1813.5600000000002,
1533207907.774,1821.18,
1533207907.802,,10.72896
1533207908.211,,10.72896
1533207908.334,,10.72896
1533207908.358,1828.8000000000002,
1533207908.813,,10.72896
1533207908.826,1836.42,
1533207908.950,,10.72896
1533207908.974,1828.8000000000002,
1533207909.335,,10.72896
1533207909.352,1836.42,
1533207909.862,1844.0400000000002,
1533207909.873,,10.72896
1533207910.338,,10.40384
1533207910.371,1844.0400000000002,
1533207910.425,1851.66,
1533207910.854,,10.40384
1533207910.895,1851.66,
1533207911.248,1851.66,
1533207911.344,,10.40384
1533207911.354,1859.2800000000002,
1533207911.795,,10.40384
1533207911.884,1866.9,
1533207911.951,,10.40384
1533207912.326,1866.9,
1533207912.490,,10.40384
1533207912.655,1866.9,
1533207912.916,1874.52,
1533207912.935,,10.40384
1533207913.340,,10.40384
1533207913.393,1882.14,
1533207913.480,1874.52,
1533207913.836,1882.14,
1533207913.870,,10.40384
1533207914.379,,10.72896
1533207914.386,1889.76,
1533207914.868,1897.38,
1533207914.879,,10.72896
1533207915.308,,10.72896
1533207915.332,1897.38,
1533207915.452,1897.38,
1533207915.798,1905.0,
1533207915.823,,11.05408
1533207915.956,,10.72896
1533207916.313,,11.05408
1533207916.383,1912.6200000000001,
1533207916.765,,11.3792
1533207916.811,1912.6200000000001,
1533207916.936,,11.05408
1533207917.084,1912.6200000000001,
1533207917.294,,11.3792
1533207917.306,1920.24,
1533207917.772,1927.8600000000001,
1533207917.785,,11.704320000000001
1533207917.858,,11.3792
1533207917.882,1920.24,
1533207918.228,1927.8600000000001,
1533207918.298,,11.704320000000001
1533207918.405,1927.8600000000001,
1533207918.764,,11.704320000000001
1533207918.775,,11.05408
1533207918.804,1935.48,
1533207919.210,,11.05408
1533207919.412,1943.1000000000001,
1533207919.573,1935.48,
1533207919.640,,10.07872
1533207919.849,1943.1000000000001,
1533207919.879,1950.72,
1533207920.112,,10.07872
1533207920.209,,10.07872
1533207920.481,1950.72,
1533207920.496,1950.72,
1533207920.643,,9.10336
1533207920.950,,10.07872
1533207921.001,1958.3400000000001,
1533207921.117,,9.10336
1533207921.289,1950.72,
1533207921.409,1958.3400000000001,
1533207921.514,1965.96,
1533207921.529,,9.10336
1533207921.666,,7.80288
1533207921.992,1965.96,
1533207922.100,,7.80288
1533207922.210,,7.80288
1533207922.588,1973.5800000000002,
1533207922.631,,6.827520000000001
1533207922.774,1965.96,
1533207923.008,1973.5800000000002,
1533207923.040,,7.80288
1533207923.156,,6.827520000000001
1533207923.491,1973.5800000000002,
1533207923.518,1973.5800000000002,
1533207923.641,,6.1772800000000005
1533207923.749,,6.827520000000001
1533207923.970,1981.2,
1533207924.082,,6.1772800000000005
1533207924.182,1973.5800000000002,
1533207924.329,,6.1772800000000005
1533207924.424,1981.2,
1533207924.507,,5.8521600000000005
1533207924.967,1981.2,
1533207925.026,,5.8521600000000005
1533207925.552,1988.8200000000002,
1533207925.599,,6.502400000000001
1533207925.999,1988.8200000000002,
1533207926.089,,6.502400000000001
1533207926.094,,6.502400000000001
1533207926.100,1988.8200000000002,
1533207926.552,,7.152640000000001
1533207926.647,1996.44,
1533207926.715,,6.502400000000001
1533207926.763,1988.8200000000002,
1533207927.046,,7.152640000000001
1533207927.190,1996.44,
1533207927.490,,7.477760000000001
1533207927.692,,7.152640000000001
1533207927.710,2004.0600000000002,
1533207927.843,1996.44,
1533207927.947,,7.477760000000001
1533207928.168,2004.0600000000002,
1533207928.215,,7.477760000000001
1533207928.571,2011.68,
1533207928.623,,7.477760000000001
1533207928.986,,7.477760000000001
1533207929.112,2011.68,
1533207929.445,,7.152640000000001
1533207929.539,2011.68,
1533207929.689,2019.3000000000002,
1533207929.798,,7.477760000000001
1533207929.838,,7.152640000000001
1533207930.170,2019.3000000000002,
1533207930.287,,7.152640000000001
1533207930.573,2019.3000000000002,
1533207930.712,,6.502400000000001
1533207930.883,2019.3000000000002,
1533207931.008,2026.92,
1533207931.228,,6.502400000000001
1533207931.278,,6.502400000000001
1533207931.486,2026.92,
1533207931.597,2026.92,
1533207931.722,,6.1772800000000005
1533207932.093,2034.5400000000002,
1533207932.239,,6.1772800000000005
1533207932.567,2034.5400000000002,
1533207932.661,2034.5400000000002,
1533207932.750,,5.8521600000000005
1533207933.045,2034.5400000000002,
1533207933.188,,5.8521600000000005
1533207933.484,2042.16,
1533207933.619,,5.52704
1533207933.881,2042.16,
1533207934.071,,5.52704
1533207934.288,2019.3000000000002,
1533207934.492,2042.16,
1533207934.499,,5.52704
1533207934.548,2042.16,
1533207934.939,2049.78,
1533207935.134,,5.52704
1533207935.524,2049.78,
1533207935.538,2049.78,
1533207935.599,,5.52704
1533207935.871,2049.78,
1533207936.153,,5.52704
1533207936.393,2057.4,
1533207936.598,,5.8521600000000005
1533207936.934,2057.4,
1533207937.205,,5.8521600000000005
1533207937.418,,5.8521600000000005
1533207937.420,2057.4,
1533207937.640,,5.8521600000000005
1533207937.906,2065.02,
1533207938.102,,5.8521600000000005
1533207938.234,,5.8521600000000005
1533207938.439,2065.02,
1533207938.525,,6.1772800000000005
1533207938.570,2065.02,
1533207938.924,2072.6400000000003,
1533207939.098,,6.1772800000000005
1533207939.416,2072.6400000000003,
1533207939.574,,6.502400000000001
1533207940.045,2072.6400000000003,
1533207940.108,,6.502400000000001
1533207940.168,,6.502400000000001
1533207940.488,,6.827520000000001
1533207940.509,2080.26,
1533207940.704,2072.6400000000003,
1533207940.948,,6.827520000000001
1533207940.986,2080.26,
1533207941.382,,7.152640000000001
1533207941.495,2087.88,
1533207941.535,,6.827520000000001
1533207941.583,2080.26,
1533207941.840,,7.152640000000001
1533207942.022,2087.88,
1533207942.274,2087.88,
1533207942.473,,7.152640000000001
1533207942.593,2095.5,
1533207942.997,,7.152640000000001
1533207943.018,2095.5,
1533207943.467,2103.12,
1533207943.468,,7.477760000000001
1533207943.868,2103.12,
1533207943.967,,7.477760000000001
1533207944.278,2103.12,
1533207944.334,2103.12,
1533207944.452,,7.477760000000001
1533207944.872,2110.7400000000002,
1533207944.920,2103.12,
1533207945.051,,7.477760000000001
1533207945.404,2110.7400000000002,
1533207945.488,,7.477760000000001
1533207945.686,2110.7400000000002,
1533207945.866,2118.36,
1533207945.917,,7.477760000000001
1533207946.364,2118.36,
1533207946.572,,7.80288
1533207946.636,2118.36,
1533207946.835,,7.477760000000001
1533207946.872,2125.98,
1533207947.118,,7.80288
1533207947.339,2125.98,
1533207947.497,2125.98,
1533207947.612,,7.80288
1533207947.876,2133.6,
1533207948.158,2125.98,
1533207948.265,,7.80288
1533207948.334,2133.6,
1533207948.434,2133.6,
1533207948.727,,8.128
1533207948.982,2141.2200000000003,
1533207949.241,,8.128
1533207949.565,2148.84,
1533207949.788,,8.128
1533207949.980,2148.84,
1533207950.288,,8.128
1533207950.450,2156.46,
1533207950.520,,8.128
1533207950.668,2148.84,
1533207950.928,2156.46,
1533207951.137,,8.128
1533207951.207,,8.128
1533207951.329,2156.46,
1533207951.495,2164.08,
1533207951.807,,8.128
1533207951.812,,8.128
1533207951.883,2164.08,
1533207952.136,2164.08,
1533207952.389,,8.128
1533207952.390,2171.7000000000003,
1533207952.835,,8.128
1533207952.941,2171.7000000000003,
1533207952.976,2171.7000000000003,
1533207953.033,,8.128
1533207953.350,2179.32,
1533207953.394,,8.128
1533207953.688,,8.128
1533207953.809,2179.32,
1533207953.883,,8.128
1533207954.006,2179.32,
1533207954.388,2186.94,
1533207954.430,,8.128
1533207954.799,,8.128
1533207954.903,2186.94,
1533207955.254,,8.128
1533207955.381,2186.94,
1533207955.528,2194.56,
1533207955.562,,7.80288
1533207956.023,2194.56,
1533207956.054,,7.80288
1533207956.161,2194.56,
1533207956.287,,7.80288
1533207956.434,2202.1800000000003,
1533207956.910,2202.1800000000003,
1533207956.972,2202.1800000000003,
1533207957.143,,7.80288
1533207957.165,,7.80288
1533207957.383,2209.8,
1533207957.597,2202.1800000000003,
1533207957.710,,7.80288
1533207957.922,,7.80288
1533207957.961,2209.8,
1533207958.241,,7.80288
1533207958.255,,7.80288
1533207958.473,2217.42,
1533207958.623,2209.8,
1533207958.856,,7.80288
1533207959.007,2217.42,
1533207959.331,,7.80288
1533207959.461,,7.80288
1533207959.523,2217.42,
1533207959.524,2225.04,
1533207959.947,,7.80288
1533207960.018,,7.80288
1533207960.115,2225.04,
1533207960.207,2225.04,
1533207960.515,,8.128
1533207960.685,2232.6600000000003,
1533207960.948,,8.128
1533207961.196,2232.6600000000003,
1533207961.261,2232.6600000000003,
1533207961.554,,8.128
1533207961.661,2240.28,
1533207961.942,2232.6600000000003,
1533207961.978,,8.128
1533207962.109,2240.28,
1533207962.403,,8.128
1533207962.480,,8.45312
1533207962.683,2247.9,
1533207962.958,,8.45312
1533207963.149,2247.9,
1533207963.481,,8.45312
1533207963.665,2255.52,
1533207963.912,,8.45312
1533207964.163,2255.52,
1533207964.223,2263.1400000000003,
1533207964.505,,8.45312
1533207964.667,2263.1400000000003,
1533207964.878,2263.1400000000003,
1533207964.972,,8.45312
1533207965.234,2270.76,
1533207965.481,,8.45312
1533207965.759,2270.76,
1533207965.777,2270.76,
1533207966.154,,8.45312
1533207966.245,2278.38,
1533207966.483,2270.76,
1533207966.727,,8.45312
1533207966.732,2278.38,
1533207967.229,2286.0,
1533207967.239,,8.45312
1533207967.342,2278.38,
1533207967.705,,8.45312
1533207967.767,2286.0,
1533207968.087,2286.0,
1533207968.175,2293.62,
1533207968.239,,8.45312
1533207968.640,,8.45312
1533207968.799,2293.62,
1533207969.194,,8.45312
1533207969.231,2293.62,
1533207969.300,2293.62,
1533207969.310,2301.2400000000002,
1533207969.712,,8.45312
1533207969.897,2308.86,
1533207970.144,,8.45312
1533207970.288,2308.86,
1533207970.550,,8.45312
1533207970.748,,8.45312
1533207970.752,2316.48,
1533207970.969,2308.86,
1533207971.205,2316.48,
1533207971.555,,8.45312
1533207971.562,,8.45312
1533207971.752,2324.1,
1533207972.117,,8.45312
1533207972.302,2324.1,
1533207972.613,,8.45312
1533207972.841,2331.7200000000003,
1533207973.175,,8.45312
1533207973.222,2331.7200000000003,
1533207973.687,2339.34,
1533207973.760,,8.45312
1533207974.206,2339.34,
1533207974.283,,8.45312
1533207974.768,2346.96,
1533207974.830,,8.45312
1533207975.192,2346.96,
1533207975.294,,8.45312
1533207975.766,2354.58,
1533207975.858,,8.45312
1533207976.177,2354.58,
1533207976.425,,8.128
1533207976.501,,8.45312
1533207976.751,2362.2000000000003,
1533207976.890,,8.128
1533207977.232,2362.2000000000003,
1533207977.424,,8.128
1533207977.520,,8.128
1533207977.803,2369.82,
1533207977.961,,8.128
1533207978.050,2362.2000000000003,
1533207978.295,2369.82,
1533207978.313,2369.82,
1533207978.434,,8.128
1533207978.556,,8.128
1533207978.742,2377.44,
1533207979.045,2369.82,
1533207979.131,,8.128
1533207979.222,2377.44,
1533207979.386,,8.128
1533207979.718,2385.06,
1533207979.931,2377.44,
1533207979.996,,8.128
1533207980.103,2385.06,
1533207980.488,,8.128
1533207980.549,2392.6800000000003,
1533207980.982,,8.128
1533207981.042,2392.6800000000003,
1533207981.467,,8.128
1533207981.575,,8.128
1533207981.664,2400.3,
1533207981.696,2392.6800000000003,
1533207981.976,,8.128
1533207982.168,2400.3,
1533207982.269,,8.128
1533207982.627,2400.3,
1533207982.634,2407.92,
1533207982.918,,8.128
1533207982.930,,8.128
1533207983.189,2407.92,
1533207983.482,,8.128
1533207983.742,2415.54,
1533207984.025,,8.128
1533207984.186,2423.1600000000003,
1533207984.190,,8.128
1533207984.259,2415.54,
1533207984.608,,8.128
1533207984.633,2423.1600000000003,
1533207984.905,2423.1600000000003,
1533207985.040,2423.1600000000003,
1533207985.199,,8.128
1533207985.208,2430.78,
1533207985.629,2430.78,
1533207985.677,,8.128
1533207985.794,2430.78,
1533207986.160,,8.128
1533207986.268,2438.4,
1533207986.635,2430.78,
1533207986.740,,8.128
1533207986.814,2438.4,
1533207987.157,,8.128
1533207987.274,2446.02,
1533207987.389,2438.4,
1533207987.632,,8.128
1533207987.720,2446.02,
1533207988.097,,8.128
1533207988.205,2446.02,
1533207988.222,2453.6400000000003,
1533207988.509,,8.128
1533207988.687,2453.6400000000003,
1533207988.922,,8.128
1533207988.969,2453.6400000000003,
1533207989.203,2461.26,
1533207989.458,,8.128
1533207989.674,2461.26,
1533207989.820,2461.26,
1533207989.897,,8.128
1533207990.170,2468.88,
1533207990.441,2461.26,
1533207990.456,,8.128
1533207990.614,2468.88,
1533207990.679,2468.88,
1533207990.955,,8.128
1533207991.339,2476.5,
1533207991.423,2468.88,
1533207991.463,,8.128
1533207991.793,2476.5,
1533207991.895,,8.128
1533207992.262,2484.1200000000003,
1533207992.270,2476.5,
1533207992.296,,8.128
1533207992.731,,8.128
1533207992.774,2484.1200000000003,
1533207993.176,2491.7400000000002,
1533207993.318,,8.128
1533207993.444,,8.128
